Samples,T1,T2,T5,T10,T15,L Max
1.0,0.0,0.0,0.0,0.0,0.0,1600.0
2.0,0.0,0.0,0.0,0.0,0.0,1600.0
3.0,0.0,0.0,0.0,0.0,0.6911513,1600.0
4.0,0.0,0.0,0.0,0.0,0.0,1600.0
5.0,0.0,0.0,0.0,0.0,0.0,1600.0
6.0,0.0,0.0,0.0,1.3395994,1.3395994,1600.0
7.0,0.0,0.0,0.0,0.25409198,4.138191,1600.0
8.0,0.0,0.0,0.0,0.0,0.0,1600.0
9.0,4.645687,4.645687,4.645687,4.645687,7.8456445,1600.0
10.0,23.71624,23.742178,23.85571,24.216976,24.68114,1600.0
11.0,0.0,0.0,0.0,0.0,0.0,1600.0
12.0,33.16996,33.16996,33.16996,33.16996,34.14808,1600.0
13.0,10.535676,10.535676,10.535676,10.672358,10.672358,1600.0
14.0,3.880371,3.880371,3.880371,5.7648797,5.7648797,1600.0
15.0,2.9589083,2.9589083,2.9589083,2.9589083,8.619906,1600.0
16.0,0.0,0.0,0.0,0.0,0.0,1600.0
17.0,0.0,0.0,0.0,0.8256886,0.8256886,1600.0
18.0,0.0,0.0,0.0,0.0,0.0,1600.0
19.0,0.0,0.0,0.0,0.0,1.0943942,1600.0
20.0,0.0,0.0,0.0,0.0,0.0,1600.0
21.0,0.0,0.0,0.0,0.0,0.0,1600.0
22.0,0.0,0.0,0.0,0.0,0.0,1600.0
23.0,0.0,0.0,0.0,0.0,0.91483855,1600.0
24.0,0.0,0.0,0.0,0.0,12.2455635,1600.0
25.0,0.0,0.0,0.0,0.0,0.0,1600.0
26.0,0.0,0.0,0.0,0.0,0.0,1600.0
27.0,0.0,0.0,0.0,0.9816448,5.6491227,1600.0
28.0,0.0,0.0,0.0,0.0,0.0,1600.0
29.0,0.0,0.0,0.0,0.0,0.0,1600.0
30.0,0.7749247,0.7749247,0.7749247,0.7976801,4.4690104,1600.0
31.0,0.0,0.0,0.0,0.0,0.0,1600.0
32.0,8.602711,8.602711,8.602711,9.416116,10.174806,1600.0
33.0,0.0,0.0,0.0,0.0,0.0,1600.0
34.0,0.0,0.0,0.0,0.0,0.0,1600.0
35.0,0.0,0.0,0.0,0.0,0.0,1600.0
36.0,0.0,0.0,0.0,0.0,0.0,1600.0
37.0,0.0,0.0,0.0,0.0,0.0,1600.0
38.0,0.0,0.0,0.0,0.061228782,0.48756957,1600.0
39.0,46.829273,46.829273,46.83304,47.005024,47.47104,1600.0
40.0,41.446114,41.446114,41.446114,41.446114,45.47855,1600.0
41.0,0.0,0.0,0.0,0.0,0.0,1600.0
42.0,7.950501,7.950501,8.149883,8.155914,8.167575,1600.0
43.0,0.0,0.0,0.0,0.07320356,1.5452548,1600.0
44.0,0.0,0.0,0.0,0.0,0.0,1600.0
45.0,0.0,0.0,0.0,0.0,0.0,1600.0
46.0,0.0,0.0,0.0,0.0,0.0,1600.0
47.0,0.0,0.0,0.0,0.0,0.0,1600.0
48.0,14.102407,14.102407,14.86534,15.248043,26.09477,1600.0
49.0,0.0,0.0,0.0,0.0,0.0,1600.0
50.0,1.4265019,1.4265019,1.4265019,2.0886111,8.25584,1600.0
51.0,0.0,0.0,0.0,0.0,1.483298,1600.0
52.0,0.0,0.0,0.0,0.0,0.0,1600.0
53.0,0.0,0.0,0.0,0.876187,7.072713,1600.0
54.0,3.824343,3.824343,3.824343,3.8414457,4.284947,1600.0
55.0,0.3807875,0.3807875,0.3807875,1.9416409,1.9416409,1600.0
56.0,1.6711555,1.6711555,1.6711555,1.6711555,1.826663,1600.0
57.0,0.39166355,0.39166355,0.39166355,0.48568624,1.2039945,1600.0
58.0,0.0,0.0,0.0,0.0,0.0,1600.0
59.0,0.0,0.0,0.0,0.0,0.0719206,1600.0
60.0,0.0,0.0,0.0,1.1414888,3.581085,1600.0
61.0,0.0,0.0,0.0,0.0,0.0,1600.0
62.0,0.0,0.0,0.0,0.34176594,5.2212896,1600.0
63.0,0.0,0.0,0.0,0.0,0.0,1600.0
64.0,11.542049,11.542049,11.542049,11.725393,11.725393,1600.0
