Samples,T1,T2,T5,T10,T15,L Max
1.0,0.0,0.0,0.0,0.0,1.8181336,51200.0
2.0,8.733835,8.733835,8.892366,9.105877,10.641628,51200.0
3.0,0.0,0.0,0.0,0.1831528,0.25433028,51200.0
4.0,532.0146,532.0993,532.2746,533.22644,566.3034,51200.0
5.0,0.87460554,0.87460554,1.4534233,18.98137,18.98137,51200.0
6.0,144.57707,144.57707,144.88258,145.1773,145.96829,51200.0
7.0,2.4272394,2.4272394,2.4272394,2.4272394,2.5820787,51200.0
8.0,0.0,0.0,0.0,0.0,0.0,51200.0
9.0,96.08101,96.08101,96.08101,96.08101,140.28091,51200.0
10.0,53.451977,53.451977,53.451977,54.004826,71.083336,51200.0
11.0,373.86505,373.86505,374.30463,375.075,375.075,51200.0
12.0,42.232227,42.232227,42.232227,42.505085,43.59796,51200.0
13.0,20.535759,20.535759,20.685795,23.026398,23.026398,51200.0
14.0,0.0,0.0,0.0,0.0,0.0,51200.0
15.0,18.219727,18.219727,18.219727,18.219727,18.592878,51200.0
16.0,0.0,0.0,0.0,0.0,0.0,51200.0
17.0,9.590472,9.590472,10.06185,10.464634,13.243941,51200.0
18.0,104.46681,104.46681,104.46681,105.215385,105.824554,51200.0
19.0,1.4117771,1.4117771,1.4729185,1.5620564,1.5620564,51200.0
20.0,0.0,0.0,0.0,0.0,1.4316716,51200.0
21.0,0.20645869,0.20645869,0.20645869,0.79324436,10.407835,51200.0
22.0,14.387564,14.387564,14.5535,15.998062,15.998062,51200.0
23.0,0.0,0.0,0.0,0.0,0.0,51200.0
24.0,26.166037,26.166037,26.166037,26.207327,26.207327,51200.0
25.0,65.860176,65.860176,66.26862,66.87241,68.60216,51200.0
26.0,50.046383,50.137505,50.32617,50.64814,50.64814,51200.0
27.0,29.849594,29.849594,30.215282,30.305784,245.85196,51200.0
28.0,0.0,0.0,0.10827796,1.4044687,1.4044687,51200.0
29.0,0.6498053,0.6498053,0.6498053,1.2728003,2.2693286,51200.0
30.0,0.0,0.0,0.0,0.0,0.0,51200.0
31.0,100.163055,100.5354,101.043686,101.60525,101.60525,51200.0
32.0,58.284466,58.284466,58.62649,62.016464,62.016464,51200.0
33.0,1.5891004,1.5891004,1.5891004,3.0760949,3.3178236,51200.0
34.0,3.3713794,3.3713794,3.3713794,4.395349,12.293908,51200.0
35.0,0.0,0.0,0.0,0.0,0.049154043,51200.0
36.0,37.121773,37.121773,37.241577,37.573536,37.80657,51200.0
37.0,53.166805,53.166805,53.166805,54.353443,92.733696,51200.0
38.0,0.0,0.0,0.0,0.0,0.6680307,51200.0
39.0,0.5044734,0.5044734,0.5044734,1.0263722,1.0263722,51200.0
40.0,0.0,0.0,0.11197403,0.11197403,0.540784,51200.0
41.0,0.0,0.0,0.0,0.0,0.0,51200.0
42.0,0.0,0.0,0.0,0.0,0.0,51200.0
43.0,257.89972,257.89972,258.11047,258.1451,258.50174,51200.0
44.0,32.703842,32.72775,32.754795,35.62001,35.62001,51200.0
45.0,0.0,0.0,0.0,0.0,0.0,51200.0
46.0,57.552517,57.970814,58.005886,59.24831,142.73611,51200.0
47.0,7.1476583,7.1476583,7.7857,7.96857,9.142615,51200.0
48.0,4.5303717,4.5303717,4.5303717,4.991547,6.387155,51200.0
49.0,288.70227,289.14362,289.77573,290.16275,290.16275,51200.0
50.0,51.131298,51.189648,51.42196,52.55575,52.724445,51200.0
51.0,30.504042,30.504042,30.504042,31.962414,32.298565,51200.0
52.0,1.0642893,1.0642893,1.0642893,1.0642893,3.8884666,51200.0
53.0,0.0,0.0,0.0,0.0,0.0,51200.0
54.0,0.0,0.0,0.0,0.0,0.0,51200.0
55.0,0.0,0.0,0.0,0.0,0.0,51200.0
56.0,17.374012,17.374012,18.107763,19.626669,21.592926,51200.0
57.0,1.6222608,1.6222608,1.6222608,3.0142589,3.4220638,51200.0
58.0,0.0,0.0,0.0,0.0,0.020588398,51200.0
59.0,0.0,0.0,0.0,0.0,0.0,51200.0
60.0,0.0,0.0,0.0,0.7071207,15.53817,51200.0
61.0,0.0,0.0,0.0,0.0,1.6852677,51200.0
62.0,2.5439994,2.5439994,2.5439994,2.7485912,6.594661,51200.0
63.0,0.0,0.0,0.0,0.0,0.0,51200.0
64.0,275.927,275.95822,276.32782,276.32782,276.4661,51200.0
65.0,0.0,0.0,0.0,0.0,0.7526977,51200.0
66.0,15.090159,15.090159,15.518949,17.800444,19.77742,51200.0
67.0,9.92639,9.92639,9.92639,10.129256,12.204845,51200.0
68.0,1.217386,1.217386,1.217386,2.4516046,3.31112,51200.0
69.0,0.0,0.0,0.0,0.0,0.0,51200.0
70.0,11.321656,11.321656,11.321656,11.8761425,16.152208,51200.0
71.0,15.427017,15.427017,15.52898,16.13378,17.13674,51200.0
72.0,4.748358,4.748358,4.748358,5.349415,5.349415,51200.0
73.0,119.5268,119.61152,120.55791,120.55791,120.94179,51200.0
74.0,4.3944273,4.3944273,4.55165,4.7918577,5.8147182,51200.0
75.0,0.0,0.0,0.0,0.13336025,1.0284142,51200.0
76.0,0.0,0.0,0.0,0.0,0.0,51200.0
77.0,0.0,0.0,0.0,0.0,0.0,51200.0
78.0,0.0,0.0,0.0,0.0,1.5210526,51200.0
79.0,193.17012,193.17012,193.17012,193.65758,366.05554,51200.0
80.0,69.197945,69.197945,69.404274,69.66613,70.65147,51200.0
81.0,42.23085,42.23085,42.23085,42.23085,43.83165,51200.0
82.0,0.0,0.0,0.0,2.870708,14.5813465,51200.0
83.0,0.0,0.0,0.0,0.0,0.0,51200.0
84.0,4.1139784,4.1139784,4.1139784,5.2068653,5.6578236,51200.0
85.0,0.0,0.0,0.0,0.0,0.0291,51200.0
86.0,34.353077,34.353077,34.353077,36.07664,43.106174,51200.0
87.0,27.693165,27.693165,27.693165,28.019732,29.018528,51200.0
88.0,0.0,0.0,0.0,0.0,0.0,51200.0
89.0,154.37575,154.37575,154.37575,155.41196,155.41196,51200.0
90.0,10.571046,10.573153,10.574596,10.704382,24.931509,51200.0
91.0,0.0,0.0,0.0,0.0,0.0,51200.0
92.0,43.224934,43.224934,43.881683,46.252956,46.252956,51200.0
93.0,63.084053,63.084053,64.14509,64.355644,64.355644,51200.0
94.0,496.5783,496.5783,496.5783,500.13248,500.13248,51200.0
95.0,0.0,0.0,0.0,0.0,0.0,51200.0
96.0,0.0,0.0,0.0,0.50684947,1.3693116,51200.0
97.0,54.543076,54.543076,55.22036,55.5038,58.73272,51200.0
98.0,1.8366095,1.8366095,1.8366095,1.8366095,2.569483,51200.0
99.0,254.24602,254.24602,254.4823,255.65091,276.86615,51200.0
100.0,67.64372,67.64372,67.64372,68.069565,68.069565,51200.0
101.0,18.127298,18.127298,18.646742,19.686323,57.22665,51200.0
102.0,10.691955,10.691955,10.691955,10.691955,12.076681,51200.0
103.0,17.629862,17.629862,17.629862,21.51611,21.51611,51200.0
104.0,0.3284637,0.3284637,0.3284637,0.35872784,1.3994337,51200.0
105.0,17.12397,17.12397,17.565825,17.836527,17.836527,51200.0
106.0,0.0,0.0,0.0,0.0,0.25765526,51200.0
107.0,0.0,0.0,0.0,0.0016549528,10.512179,51200.0
108.0,0.0,0.0,0.0,0.0,0.00681738,51200.0
109.0,68.30879,68.30879,68.53559,68.939125,68.939125,51200.0
110.0,0.0,0.0,0.0003619194,0.0003619194,0.29399204,51200.0
111.0,9.995707,9.995707,9.995707,10.376855,13.442676,51200.0
112.0,41.819992,42.03741,42.607265,49.759468,49.759468,51200.0
113.0,4.6744885,4.7500434,4.975834,5.3764052,8.267579,51200.0
114.0,96.565865,96.565865,96.89938,97.28366,99.85148,51200.0
115.0,221.06175,221.06175,221.06175,221.14552,221.14552,51200.0
116.0,136.26843,136.26843,136.5885,139.87321,139.87321,51200.0
117.0,1.1672488,1.1672488,1.1672488,3.3470173,3.3470173,51200.0
118.0,75.71349,75.71349,76.19024,76.84243,76.90909,51200.0
119.0,10.725009,10.725009,10.725009,11.470185,21.030502,51200.0
120.0,520.3643,520.3643,520.3643,520.3643,520.8047,51200.0
121.0,0.0,0.0,0.0,0.0,0.0,51200.0
122.0,0.0,0.0,0.0,0.429346,0.429346,51200.0
123.0,13.466999,13.466999,13.572239,13.809154,14.322351,51200.0
124.0,10.168068,10.168068,10.168068,10.168068,11.259795,51200.0
125.0,7.3646398,7.3646398,7.3646398,21.869326,21.869326,51200.0
126.0,0.0,0.0,0.0,0.0,0.0,51200.0
127.0,0.0,0.0,0.0,0.13611102,1.4155781,51200.0
128.0,0.0,0.0,0.0,0.0,0.0,51200.0
129.0,10.101763,10.155655,10.277587,10.413626,19.83719,51200.0
130.0,22.400665,22.54112,22.54112,22.54112,24.307625,51200.0
131.0,0.0,0.0,0.0,0.0,0.0,51200.0
132.0,0.0,0.0,0.0,0.0,0.0,51200.0
133.0,302.30368,302.30368,302.30368,304.02124,304.02124,51200.0
134.0,0.0,0.0,0.0,0.0,7.6251664,51200.0
135.0,0.0,0.0,0.0,0.0,0.0,51200.0
136.0,0.0,0.3570844,0.5217031,0.5217031,0.6237823,51200.0
137.0,157.99525,157.99525,157.99525,158.1061,163.3264,51200.0
138.0,15.02383,15.028103,15.138943,15.366789,23.566704,51200.0
139.0,0.2975405,0.2975405,0.2975405,15.034415,15.034415,51200.0
140.0,0.0,0.0,0.0,0.0,0.0,51200.0
141.0,0.0,0.0,0.0,0.0,0.8276527,51200.0
142.0,114.53716,114.53716,114.53716,114.759605,118.41459,51200.0
143.0,228.53813,228.53813,228.53813,229.09567,229.2534,51200.0
144.0,18.051224,18.051224,18.051224,18.242535,19.61105,51200.0
145.0,0.0,0.0,0.0,0.10825709,2.199961,51200.0
146.0,20.135483,20.135483,20.135483,20.402943,26.992222,51200.0
147.0,170.76634,171.04599,171.11919,171.49408,175.21913,51200.0
148.0,0.0,0.0,0.0,0.0,0.0,51200.0
149.0,0.3998475,0.3998475,0.3998475,1.2987704,41.120872,51200.0
150.0,0.0,0.0,0.0,0.25959933,0.25959933,51200.0
151.0,89.15268,89.207596,89.207596,89.35243,89.35243,51200.0
152.0,0.0,0.0,0.0,0.99544656,0.99544656,51200.0
153.0,0.0,0.0,0.0,0.56613374,0.56613374,51200.0
154.0,0.0,0.0,0.0,0.0,0.0,51200.0
155.0,0.0,0.0,0.0,0.0,0.0,51200.0
156.0,189.1541,189.1541,189.1541,189.1541,313.30103,51200.0
157.0,0.0,0.0,0.0,0.0,0.0,51200.0
158.0,23.3515,23.530748,24.141008,24.595808,24.595808,51200.0
159.0,169.42973,169.42973,169.42973,170.96991,171.39845,51200.0
160.0,0.17038125,0.17038125,0.19168204,0.19168204,0.43178874,51200.0
161.0,0.0,0.0,0.0,0.0,10.178571,51200.0
162.0,0.0,0.0,0.0,0.0,0.0048345923,51200.0
163.0,24.293388,24.293388,24.293388,24.985561,25.848877,51200.0
164.0,0.0,0.0,0.0,0.0,1.217649,51200.0
165.0,26.298107,26.298107,26.550217,28.096842,28.096842,51200.0
166.0,110.27721,110.27721,110.30297,110.30297,110.4732,51200.0
167.0,8.275118,8.275118,8.275118,8.556303,120.72046,51200.0
168.0,0.0,0.0,0.0,0.0,0.0,51200.0
169.0,8.583161,8.583161,8.583161,9.966265,10.325675,51200.0
170.0,16.93565,16.93565,16.93565,16.946264,18.818268,51200.0
171.0,57.74641,57.75452,57.826504,58.536835,58.57508,51200.0
172.0,59.081543,59.081543,59.081543,59.54059,111.87226,51200.0
173.0,30.132566,30.132566,30.132566,30.616472,30.616472,51200.0
174.0,0.0,0.0,0.0,0.0,0.115563475,51200.0
175.0,123.96822,123.96822,123.96822,123.96822,158.21599,51200.0
176.0,0.0,0.0,0.0,0.0,0.7153549,51200.0
177.0,49.305122,49.305122,49.67185,50.19831,50.19831,51200.0
178.0,64.08468,64.08468,64.08468,64.38668,66.756485,51200.0
179.0,2.3850017,2.3850017,2.3850017,2.7690253,3.9824862,51200.0
180.0,0.0,0.0,0.0,0.0,0.0,51200.0
181.0,0.0,0.0,0.0,0.0,0.0,51200.0
182.0,0.0,0.0,0.0,0.0,0.0,51200.0
183.0,0.0,0.0,0.15383863,0.15383863,0.6523422,51200.0
184.0,0.0,0.0,0.0,0.0,0.0,51200.0
185.0,0.0,0.0,0.0,0.0,0.0,51200.0
186.0,0.0,0.0,0.0,0.0,0.0,51200.0
187.0,220.27829,220.27829,220.27829,223.23752,223.23752,51200.0
188.0,1.3106438,1.3106438,1.3106438,1.5728829,2.3954225,51200.0
189.0,1.6859376,1.703227,1.9691994,2.8120134,2.8120134,51200.0
190.0,0.0,0.0,0.0,0.0,0.0,51200.0
