Samples,T1,T2,T5,T10,T15,L Max
1.0,0.0,0.0,0.0,0.0,0.0,400.0
2.0,0.0,0.0,0.0,0.0,0.0,400.0
3.0,0.0,0.0,0.0,0.0,0.17223406,400.0
4.0,0.0,0.0,0.0,0.0,0.0,400.0
5.0,0.0,0.0,0.0,0.0,0.0,400.0
6.0,0.0,0.0,0.0,0.0,0.0,400.0
7.0,0.0,0.0,0.0,0.22191493,2.638805,400.0
8.0,0.0,0.0,0.0,0.0,0.0,400.0
9.0,0.0,0.0,0.0,0.0,0.0,400.0
10.0,4.651271,4.677209,4.7907457,5.152009,5.6161723,400.0
11.0,0.0,0.0,0.0,0.0,0.0,400.0
12.0,22.987627,22.987627,22.987627,22.987627,23.965746,400.0
13.0,4.568577,4.568577,4.568577,4.705259,4.705259,400.0
14.0,2.1717408,2.1717408,2.1717408,4.0562496,4.0562496,400.0
15.0,0.0,0.0,0.0,0.0,5.8385277,400.0
16.0,0.0,0.0,0.0,0.0,0.0,400.0
17.0,0.0,0.0,0.0,0.5919226,0.6730166,400.0
18.0,0.0,0.0,0.0,0.0,0.0,400.0
19.0,0.0,0.0,0.0,0.0,0.54635096,400.0
20.0,0.0,0.0,0.0,0.0,0.0,400.0
21.0,0.0,0.0,0.0,0.0,0.0,400.0
22.0,0.0,0.0,0.0,0.0,0.0,400.0
23.0,0.0,0.0,0.0,0.0,0.0,400.0
24.0,0.0,0.0,0.0,0.0,12.208935,400.0
25.0,0.0,0.0,0.0,0.0,0.0,400.0
26.0,0.0,0.0,0.0,0.0,0.0,400.0
27.0,0.0,0.0,0.0,0.42768836,4.894883,400.0
28.0,0.0,0.0,0.0,0.0,0.0,400.0
29.0,0.0,0.0,0.0,0.0,0.0,400.0
30.0,0.0,0.0,0.0,0.0,1.2707688,400.0
31.0,0.0,0.0,0.0,0.0,0.0,400.0
32.0,0.0,0.0,0.0,0.0,0.124400616,400.0
33.0,0.0,0.0,0.0,0.0,0.0,400.0
34.0,0.0,0.0,0.0,0.0,0.0,400.0
35.0,0.0,0.0,0.0,0.0,0.0,400.0
36.0,0.0,0.0,0.0,0.0,0.0,400.0
37.0,0.0,0.0,0.0,0.0,0.0,400.0
38.0,0.0,0.0,0.0,0.0,0.0,400.0
39.0,0.0,0.0,0.0,0.0,0.0,400.0
40.0,16.905714,16.905714,16.905714,16.905714,20.938152,400.0
41.0,0.0,0.0,0.0,0.0,0.0,400.0
42.0,0.0,0.0,0.0,0.0,0.0,400.0
43.0,0.0,0.0,0.0,0.0,0.0,400.0
44.0,0.0,0.0,0.0,0.0,0.0,400.0
45.0,0.0,0.0,0.0,0.0,0.0,400.0
46.0,0.0,0.0,0.0,0.0,0.0,400.0
47.0,0.0,0.0,0.0,0.0,0.0,400.0
48.0,1.8006516,1.8006516,2.5635848,2.6296678,2.9120083,400.0
49.0,0.0,0.0,0.0,0.0,0.0,400.0
50.0,0.0,0.0,0.0,0.044617265,6.3717957,400.0
51.0,0.0,0.0,0.0,0.0,0.6369914,400.0
52.0,0.0,0.0,0.0,0.0,0.0,400.0
53.0,0.0,0.0,0.0,0.47926813,4.8096642,400.0
54.0,0.51459974,0.51459974,0.51459974,0.5317022,0.9651422,400.0
55.0,0.0,0.0,0.0,0.57400596,0.57400596,400.0
56.0,0.0,0.0,0.0,0.0,0.0,400.0
57.0,0.0,0.0,0.0,0.0,0.046328425,400.0
58.0,0.0,0.0,0.0,0.0,0.0,400.0
59.0,0.0,0.0,0.0,0.0,0.0,400.0
60.0,0.0,0.0,0.0,0.8862964,2.3680408,400.0
61.0,0.0,0.0,0.0,0.0,0.0,400.0
62.0,0.0,0.0,0.0,0.14771625,4.451753,400.0
63.0,0.0,0.0,0.0,0.0,0.0,400.0
64.0,4.15792,4.15792,4.15792,4.341264,4.341264,400.0
65.0,0.0,0.0,0.0,0.0,0.0,400.0
66.0,0.0,0.0,0.0,4.326619,4.326619,400.0
67.0,0.0,0.0,0.0,0.0,1.1715643,400.0
68.0,0.0,0.0,0.0,0.0,0.0,400.0
69.0,0.0,0.0,0.0,0.0,0.0,400.0
70.0,5.8635254,5.8635254,5.8635254,6.0870833,7.286603,400.0
71.0,0.0,0.0,0.0,0.0,0.0,400.0
72.0,0.0,0.0,0.0,0.0,3.20716,400.0
73.0,0.0,0.0,0.0,0.0,2.1598964,400.0
74.0,0.0,0.0,0.0,0.0,0.0,400.0
75.0,0.0,0.0,0.0,0.0,0.0,400.0
76.0,0.0,0.0,0.0,0.0,0.0,400.0
77.0,0.0,0.0,0.0,0.0,0.0,400.0
78.0,0.0,0.0,0.0,0.0,0.0,400.0
79.0,0.0,0.0,0.0,0.0,0.0,400.0
80.0,0.0,0.0,0.0,0.0,0.0,400.0
81.0,0.0,0.0,0.0,0.0,0.0,400.0
82.0,0.0,0.0,0.0,0.0,0.0,400.0
83.0,0.0,0.0,0.0,0.5970218,1.962124,400.0
84.0,0.0,0.07558407,0.07558407,0.8303066,6.906397,400.0
85.0,0.0,0.0,0.0,0.0,3.3570678,400.0
86.0,0.0,0.0,0.0,0.0,0.0,400.0
87.0,0.0,0.0,0.0,0.0,0.0,400.0
88.0,0.0,0.0,0.0,0.0,0.0,400.0
