Samples,T1,T2,T5,T10,T15,L Max
1.0,0.0,0.0,0.0,0.0,0.59419477,12800.0
2.0,0.0,0.0,0.0,1.063155,1.063155,12800.0
3.0,0.0,0.0,0.0,0.0,0.0,12800.0
4.0,70.01453,70.01453,70.01453,70.478485,70.481895,12800.0
5.0,0.0,0.0,0.0,0.0,0.0,12800.0
6.0,0.0,0.0,0.0,0.17173183,0.67056763,12800.0
7.0,0.0,0.0,0.0,0.0,0.0,12800.0
8.0,0.0,0.0,0.0,0.0,0.0,12800.0
9.0,220.52701,220.52701,220.52701,220.52701,222.433,12800.0
10.0,0.0,0.0,0.0,0.0,0.0,12800.0
11.0,0.0,0.0,0.0,0.0,2.0560677,12800.0
12.0,8.439571,8.439571,8.439571,8.628821,8.9821005,12800.0
13.0,5.571731,5.571731,5.571731,5.9389477,7.370183,12800.0
14.0,0.0,0.0,0.0,0.0,0.0,12800.0
15.0,0.0,0.0,0.0,0.0,0.0,12800.0
16.0,0.0,0.0,0.0,0.0,2.1463604,12800.0
17.0,48.698257,48.698257,48.717575,48.8618,54.830685,12800.0
18.0,0.0,0.0,0.0,0.0,0.0,12800.0
19.0,6.042066,6.042066,6.125917,6.6032634,33.87948,12800.0
20.0,1.2520185,1.2520185,1.2520185,1.2520185,2.0712674,12800.0
21.0,29.976065,29.976065,29.976065,29.976065,62.339455,12800.0
22.0,0.0,0.0,0.0,0.0,43.738693,12800.0
23.0,0.0,0.0,0.0,0.0,0.6684556,12800.0
24.0,0.0,0.0,0.996756,31.216354,31.216354,12800.0
25.0,2.9586146,2.9586146,2.9586146,7.2668924,7.2668924,12800.0
26.0,0.0,0.0,0.0,0.0,5.415519,12800.0
27.0,0.0,0.0,0.0,0.0,8.40123,12800.0
28.0,0.0,0.0,0.0,0.0,0.0,12800.0
29.0,12.432407,12.432407,12.613299,13.98251,28.687721,12800.0
30.0,0.0,0.0,0.0,0.0,0.0,12800.0
31.0,0.0,0.0,0.0,0.0,0.0,12800.0
32.0,0.0,0.0,0.0,0.0,1.5105171,12800.0
33.0,0.0,0.0,0.0,0.0,0.0,12800.0
34.0,0.0,0.0,0.0,0.0,1.1100345,12800.0
35.0,47.341213,47.341213,47.749416,60.333996,60.333996,12800.0
36.0,7.445214,7.445214,7.445214,8.162873,8.378275,12800.0
37.0,0.0,0.0,0.0,0.0,0.0,12800.0
38.0,0.0,0.0,0.0,0.0,0.0,12800.0
39.0,0.0,0.0,0.020302773,0.24413753,2.6512108,12800.0
40.0,0.0,0.0,0.0,0.0,0.0,12800.0
41.0,0.0,0.0,0.0,0.0,0.0,12800.0
42.0,0.0,0.0,0.0,0.0,0.0,12800.0
43.0,0.0,0.0,0.0,0.0,0.0,12800.0
44.0,0.0,0.0,0.0,0.0,3.7480366,12800.0
45.0,35.854816,35.854816,36.604256,36.604256,37.1963,12800.0
46.0,7.807314,7.807314,8.145031,8.733388,9.27626,12800.0
47.0,156.29454,156.29454,156.29454,164.5695,164.5695,12800.0
48.0,0.0,0.0,0.0,0.0,0.0,12800.0
49.0,0.46845663,0.46845663,0.46845663,0.46845663,2.9718952,12800.0
50.0,0.0,0.0,0.09012728,0.3977579,1.0400208,12800.0
51.0,0.0,0.0,1.7919788,1.7919788,1.7919788,12800.0
52.0,93.93281,93.93281,94.383934,96.16717,96.16717,12800.0
53.0,0.0,0.0,0.0,0.0,0.0,12800.0
54.0,0.0,0.0,0.0,0.0,0.0,12800.0
55.0,0.0,0.0,0.0,0.0,0.0,12800.0
56.0,52.797752,52.797752,52.797752,54.926853,54.926853,12800.0
57.0,13.1855955,13.1855955,13.506495,13.965786,16.279816,12800.0
58.0,0.0,0.0,0.0,0.0,0.11770153,12800.0
59.0,0.0,0.0,0.0,0.0,0.0,12800.0
60.0,0.84360206,0.84360206,0.84360206,0.84360206,11.074823,12800.0
61.0,0.16008088,0.16008088,0.16008088,0.16008088,0.16008088,12800.0
62.0,0.0,0.0,0.0,0.0,1.169913,12800.0
63.0,0.5522189,0.5522189,0.5522189,1.2553813,3.0437489,12800.0
64.0,0.0,0.0,0.0,0.0,0.0,12800.0
65.0,0.0,0.0,0.0,0.3337704,0.3337704,12800.0
66.0,0.0,0.0,0.0,0.0,0.0,12800.0
67.0,0.0,0.0,0.0,0.0,0.0,12800.0
68.0,0.0,0.0,0.0,0.1083135,0.1083135,12800.0
69.0,0.0,0.0,0.0,0.0,1.7104127,12800.0
70.0,59.767746,59.767746,59.767746,59.767746,70.65535,12800.0
71.0,0.0,0.0,0.0,0.0,0.0,12800.0
72.0,0.0,0.0,0.0,1.9485443,3.445696,12800.0
73.0,0.0,0.0,0.0,0.0,5.747604,12800.0
74.0,0.0,0.0,0.0,0.0,0.0,12800.0
75.0,0.0,0.0,0.0,0.10284877,0.3060046,12800.0
76.0,0.8888947,0.8888947,1.0521276,2.3119495,2.3119495,12800.0
77.0,0.0,0.0,0.0,0.0,0.0,12800.0
