Arrival rate,N - small,N - big,Nw- small,Nw - big,Ns- small,Ns - big,Rt,Rt- small,Rt - big,Wt,Wt- small,Wt - big,Utilization
0.7879408843178572,2.3606833897202604,1.0157581693748652,1.6515365776819277,0.22781728899563497,0.7091468120383331,0.78794088037923,4.285145784785881,3.3289065161333924,12.891299202658281,2.3851457692851827,2.328906493356358,2.8912992526446057,0.3995106496586645
0.8294114571766918,2.7539199561169454,1.1036970661676153,2.0074496194185203,0.2742856154914719,0.746470336698425,0.8294114506761433,4.65102934002847,3.689255840241305,13.306990838112958,2.751029317435517,2.6892558064296423,3.3069909164883904,0.42053752484352813
0.8708820300355263,3.2124281049955554,1.1995158012526965,2.4286342500744458,0.3286337789704396,0.7837938549211095,0.8708820222822573,5.066063776822073,4.098562650282916,13.773573915674483,3.166063753700839,3.098562614700681,3.7735740047022617,0.4415644006326998
0.9123526028943609,3.7483361714902963,1.304579511091101,2.9272187928932425,0.39222691909923163,0.821117378597054,0.9123525919918694,5.538336457364677,4.564921451541894,14.29907150976973,3.6383364298647427,3.5649214077087814,4.299071629268391,0.46259127551622414
0.9538231757531955,4.376625537965204,1.4205695449279272,3.5181846272704353,0.46674638650099254,0.8584409106947688,0.9538231584269345,6.077850937429069,5.098342531429616,14.893426591424152,4.177850900534776,4.09834247025255,4.893426773074809,0.48361814882827014
0.9952937486120301,5.116023610395983,1.549582755857491,4.220259171579563,0.5542890307484123,0.8957644388164201,0.995293725109079,6.6971247187565295,5.711349725791948,15.56909965543776,4.79712467699736,4.711349653154998,5.569099891578609,0.5046450222327927
1.0367643214708648,5.990253703070918,1.6942704265130457,5.057165741546059,0.6575061335005983,0.9330879615248588,1.0367642930124474,7.4120260221550405,6.419817223661682,16.341905208595264,5.512025979963519,5.419817146283033,6.3419054830879,0.5256718962056366
1.0782348943296995,7.029820461159462,1.8580367013088424,6.059408969344662,0.7798018440768372,0.9704114918147997,1.0782348572320053,8.24296932811989,7.244165130053855,17.232207110714203,6.342969281914396,6.244165040485585,7.232207454773689,0.5466987683958058
1.1197054671885338,8.274619775940257,2.0453286574083327,7.266884763489294,0.9256232328037568,1.0077350124509645,1.1197054246045754,9.216663431376222,8.211107512364126,18.266666702485118,7.316663387259868,7.21110742108885,8.266667082799037,0.5677256420870609
1.1611760400473685,9.777852391822755,2.262071158709344,8.732793853916837,1.100895169972984,1.045058537905918,1.1611759887363597,10.368732332817466,9.356273347592863,19.480863199838904,8.468732289282054,8.356273250121484,9.480863641727183,0.5887525141955698
1.2026466129062032,11.612073815170895,2.5163391549099434,10.529691762759409,1.313692597664888,1.0823820524114858,1.2026465572450549,11.747767647172296,10.728258908824655,20.923346292301062,9.847767609642771,9.728258815700501,10.923346755123202,0.6097793884069922
1.2441171857650377,13.878871695722284,2.81943293856881,12.75916612292176,1.575315817340251,1.1197055728005223,1.244117121228559,13.421810119938906,12.395109341183009,22.662117128741965,11.521810086923116,11.395109246861786,12.662117647475078,0.6308062604017837
1.2855877586238722,16.724997946699716,3.187670690421351,15.567968860796496,1.902083002472501,1.1570290859032228,1.2855876879488493,15.48915544936125,14.45512445745491,24.795434376518333,13.589155424106877,13.455124368311303,14.79543492626705,0.6518331337080434
1.327058331482707,20.370596228737238,3.6455248590313376,19.176243632483647,2.3184666041455566,1.1943525962535921,1.3270582548857814,18.09726107588326,17.055765577703987,27.470720559496698,16.197261059815972,16.055765495718852,17.47072113669006,0.6728600071011219
1.3685289043415414,25.161626330023495,4.23144713167689,23.929950219954808,2.8629183154885496,1.231676110068687,1.3685288161883407,21.477860912146877,20.428770265810712,30.919676729172366,19.577860906295268,19.42877018773718,20.919677373318063,0.6938868777040819
1.409999477200376,31.674715523414402,5.009518641250654,30.405715909189965,3.599519259196087,1.2689996142244355,1.4099993820545682,26.017196997479335,24.960383977750848,35.528514175035745,24.117197004856436,23.960383910970602,25.528514849828966,0.7149137505134125
1.4514700500592108,40.947817645988565,6.095078699524439,39.64149451985687,4.643608770802876,1.306323126131697,1.4514699287215644,32.41051811134094,31.345858745313762,41.99245240558564,30.510518139077824,30.34585868324764,31.992453241549473,0.735940613783686
1.492940622918045,55.05689452332235,7.718800655716479,53.71324790364121,6.225860175894843,1.3436466196811394,1.4929404798216364,42.04835357506706,40.97572690370426,51.701993617332256,40.14835363135966,39.975726859753046,41.70199457581919,0.7569674791270772
1.5344111957768798,78.84587114009307,10.418908978045529,77.4649010385956,8.884497988252889,1.3809701014974645,1.5344109897926401,58.175266423902364,57.09455439983067,67.90167464054763,56.27526654165826,56.094554381511465,57.901675982979434,0.7779943238142691
1.5758817686357145,126.84654104161359,15.810057799695612,125.4282475131812,14.234176355628609,1.418293528432393,1.5758814440670021,90.52493764478986,89.43602493692448,100.32515201557811,88.62493789094313,88.43602498158361,90.32515407517877,0.7990211402243792
1.617352341494549,271.715599409111,31.96522316115595,270.2599826823645,30.34787152901823,1.4556167267464828,1.6173516321377193,187.76417159024496,186.66694561229374,197.63920539180603,185.86417226415836,185.66694587376264,187.63920977772003,0.8200478217465665
